True_DX,True_DY,True_Theta_Deg,Est_DX,Est_DY,Est_Theta_Deg,Error_Trans,Error_Theta,Iter,Time_ms,Converged
0,0,0,-1.39781e-06,-1.39781e-06,-2.23074e-06,1.9768e-06,2.23074e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.00347e-06,1.9768e-06,2.00347e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.21436e-06,1.9768e-06,2.21436e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-1.9956e-06,1.9768e-06,1.9956e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.4603e-06,1.9768e-06,2.4603e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.24548e-06,1.9768e-06,2.24548e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.11471e-06,1.9768e-06,2.11471e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.25738e-06,1.9768e-06,2.25738e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.10479e-06,1.9768e-06,2.10479e-06,1,0,1
0,0,5,0.0100484,0.035334,4.64065,0.036735,0.359347,17,6,1
0,0,5,-0.00189206,-0.0162958,4.97215,0.0164053,0.0278478,101,36,0
0,0,5,0.00367749,-0.00185468,4.98179,0.00411871,0.018213,23,8,1
0,0,5,-0.00111733,0.0347582,4.68325,0.0347761,0.316747,18,6,1
0,0,5,-0.00511906,0.00336822,4.98718,0.00612778,0.0128225,21,8,1
0,0,5,0.0146398,0.0182709,4.66601,0.0234126,0.333989,17,6,1
0,0,5,0.00212996,0.000888815,4.96821,0.00230797,0.0317907,24,8,1
0,0,5,0.00159737,0.0434022,4.46827,0.0434316,0.531731,13,4,1
0,0,5,0.00428147,0.0278626,4.63521,0.0281897,0.36479,16,5,1
0,0,5,-0.00218551,-0.000903425,4.97479,0.00236487,0.0252071,21,7,1
0,0,5,-0.00408394,0.0375033,4.57767,0.037725,0.422331,16,6,1
0,0,5,-0.00178323,0.00346252,4.9809,0.00389473,0.0190997,23,8,1
0,0,5,-0.00573011,0.00127174,4.97569,0.00586954,0.0243053,22,7,1
0,0,5,-0.00470918,0.00488195,4.99196,0.00678305,0.00803657,22,8,1
0,0,5,0.00335607,-0.00220038,4.97941,0.00401309,0.0205914,83,30,1
0,0,5,0.00587648,0.00566947,4.93863,0.00816553,0.0613724,20,7,1
0,0,5,0.00333799,0.0157005,5.03678,0.0160514,0.0367803,101,36,0
0,0,5,0.00749161,0.0461403,4.47416,0.0467445,0.525843,14,5,1
0,0,5,0.00559913,-0.00123495,4.98725,0.0057337,0.012752,25,8,1
0,0,5,0.00141947,0.0152064,5.02874,0.0152725,0.0287363,101,36,0
0,0,10,-0.00138527,0.0231239,9.81815,0.0231653,0.181851,28,10,1
0,0,10,-0.000517472,0.0251514,9.51935,0.0251567,0.480654,25,8,1
0,0,10,0.00104101,0.0194427,10.0068,0.0194705,0.00675812,101,36,0
0,0,10,-0.00306354,0.0149651,10.0256,0.0152754,0.0255707,101,36,0
0,0,10,0.00115,0.0198326,10.0369,0.0198659,0.0369428,101,35,0
0,0,10,0.000331829,0.00876561,9.84469,0.00877189,0.155312,24,9,1
0,0,10,0.000421344,-0.0211162,9.97283,0.0211205,0.0271652,101,36,0
0,0,10,-0.00247695,-0.0180592,9.98559,0.0182283,0.0144072,101,37,0
0,0,10,-0.00134419,0.0146938,10.0147,0.0147552,0.0146893,101,36,0
0,0,10,0.000140007,0.0196019,10.0239,0.0196024,0.0239147,101,36,0
0,0,10,-0.00375324,0.0205663,10.0164,0.0209059,0.0164346,101,36,0
0,0,10,0.00398045,0.00284954,9.89497,0.00489529,0.105031,28,10,1
0,0,10,-0.00389476,-0.000877641,9.98271,0.00399242,0.0172855,29,10,1
0,0,10,-0.000697881,0.00387162,9.98832,0.00393401,0.0116797,28,10,1
0,0,10,-0.000391013,0.0204623,10.0185,0.020466,0.0185152,101,36,0
0,0,10,-0.00250364,-0.0159144,9.98325,0.0161101,0.0167477,101,36,0
0,0,10,0.00406898,0.0252789,9.7272,0.0256043,0.272797,23,8,1
0,0,10,0.00293402,0.00580378,10.0105,0.00650326,0.0104788,71,25,1
0,0,10,0.00109625,-0.0118083,9.97515,0.0118591,0.0248522,101,35,0
0,0,10,0.000811384,-0.0204989,9.98128,0.0205149,0.018725,101,36,0
0,0,15,-0.00353494,0.0160953,15.0024,0.0164789,0.00242826,101,36,0
0,0,15,0.00148192,-0.0203186,14.9702,0.0203726,0.0298457,101,36,0
0,0,15,-0.00146347,0.0186639,15.0348,0.0187212,0.0348397,101,36,0
0,0,15,0.000135205,-0.0035243,14.9793,0.0035269,0.0206924,33,11,1
0,0,15,-0.00386328,0.0126872,14.8738,0.0132624,0.126212,34,12,1
0,0,15,0.00867449,0.00977609,14.9115,0.0130698,0.0884645,31,11,1
0,0,15,-0.00481047,0.00581178,15.0027,0.00754436,0.00269775,36,13,1
0,0,15,-0.000895988,0.00755757,14.9864,0.0076105,0.0136104,35,13,1
0,0,15,-0.00326405,0.00919773,14.7767,0.00975973,0.223306,33,11,1
0,0,15,0.0164545,0.0341338,14.6293,0.0378928,0.370711,34,12,1
0,0,15,-0.0227385,0.0223826,14.7327,0.0319064,0.267339,32,11,1
0,0,15,-0.00458659,-0.00159332,14.9857,0.00485546,0.0143248,33,12,1
0,0,15,0.00437899,-0.0178424,14.9817,0.0183719,0.0182971,101,36,0
0,0,15,-0.00911908,0.0285435,14.7047,0.0299648,0.295324,32,11,1
